;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;code;title;species_currentIUCN.y;conservation_classification;Imputed.Status;introduced
3108;Odobenus_rosmarus;0,7345;13,9555;14,69;617;141;145;15,76331331;23,27960968;0,000210549;0,000271487;14,69;93,0109398;Carnivora;Odobenidae;Odobenus;rosmarus;1;1;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;825000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;12432011,93;Odobenus rosmarus;2.1;Site/area management;Odobenus rosmarus;2 Land/water management;VU;no
3109;Odobenus_rosmarus;0,7345;13,9555;14,69;617;141;145;15,76331331;23,27960968;0,000210549;0,000271487;14,69;93,0109398;Carnivora;Odobenidae;Odobenus;rosmarus;1;1;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;825000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;12432011,93;Odobenus rosmarus;3.1;Species management;Odobenus rosmarus;3 Species management;VU;no
3110;Odobenus_rosmarus;0,7345;13,9555;14,69;617;141;145;15,76331331;23,27960968;0,000210549;0,000271487;14,69;93,0109398;Carnivora;Odobenidae;Odobenus;rosmarus;1;1;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;825000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;12432011,93;Odobenus rosmarus;3.1.1;Harvest management;Odobenus rosmarus;3 Species management;VU;no
3111;Odobenus_rosmarus;0,7345;13,9555;14,69;617;141;145;15,76331331;23,27960968;0,000210549;0,000271487;14,69;93,0109398;Carnivora;Odobenidae;Odobenus;rosmarus;1;1;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;825000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;12432011,93;Odobenus rosmarus;3.1.2;Trade management;Odobenus rosmarus;3 Species management;VU;no
3112;Odobenus_rosmarus;0,7345;13,9555;14,69;617;141;145;15,76331331;23,27960968;0,000210549;0,000271487;14,69;93,0109398;Carnivora;Odobenidae;Odobenus;rosmarus;1;1;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;825000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;12432011,93;Odobenus rosmarus;4.3;Awareness & communications;Odobenus rosmarus;4 Education & awareness;VU;no
3113;Odobenus_rosmarus;0,7345;13,9555;14,69;617;141;145;15,76331331;23,27960968;0,000210549;0,000271487;14,69;93,0109398;Carnivora;Odobenidae;Odobenus;rosmarus;1;1;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;825000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;12432011,93;Odobenus rosmarus;5.4;Compliance and enforcement;Odobenus rosmarus;5 Law & policy;VU;no
3114;Odobenus_rosmarus;0,7345;13,9555;14,69;617;141;145;15,76331331;23,27960968;0,000210549;0,000271487;14,69;93,0109398;Carnivora;Odobenidae;Odobenus;rosmarus;1;1;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;825000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;12432011,93;Odobenus rosmarus;5.4.2;National level;Odobenus rosmarus;5 Law & policy;VU;no
3115;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;1.2;Resource & habitat protection;Okapia johnstoni;1 Land/water protection;EN;no
3116;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;2.1;Site/area management;Okapia johnstoni;2 Land/water management;EN;no
3117;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;3.4;Ex-situ conservation;Okapia johnstoni;3 Species management;EN;no
3118;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;3.4.1;Captive breeding/artificial propagation;Okapia johnstoni;3 Species management;EN;no
3119;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;4.3;Awareness & communications;Okapia johnstoni;4 Education & awareness;EN;no
3120;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;5.4;Compliance and enforcement;Okapia johnstoni;5 Law & policy;EN;no
3121;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;5.4.2;National level;Okapia johnstoni;5 Law & policy;EN;no
3122;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;5.4.3;Sub-national level;Okapia johnstoni;5 Law & policy;EN;no
3123;Okapia_johnstoni;3,525690746;4,86881103;8,394501775;133;1044;542;14,10007977;17,85578186;0,000109109;0,000144442;7,8;91,82297205;Cetartiodactyla;Giraffidae;Okapia;johnstoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;230001,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;484243,1613;Okapia johnstoni;6.1;Linked enterprises & livelihood alternatives;Okapia johnstoni;6 Livelihood, economic & other incentives;EN;no
3124;Olallamys_edax;0,584110901;11,09810712;11,68221802;685;293;303;13,41402336;12,90451229;1,17E-06;1,70E-06;11,68217;86,82787019;Rodentia;Echimyidae;Olallamys;edax;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;206,4;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;DD;No;100;0;0;Estimated Expert Species;Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 6. Lagomorphs and Rodents I. First edition. Lynx Edicions, Barcelona.;37249,47395;Olallamys edax;none;none;Olallamys edax;None;VU;no
3125;Oligoryzomys_brendae;0,240412845;0,33199869;0,572411535;953;5135;5113;1,60325585;1,190364765;3,89E-09;5,43E-09;0,51681;76,4328903;Rodentia;Cricetidae;Oligoryzomys;brendae;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;23,8;Imputed;PHYLACINE 1.2;NA;NA;Occurs on mainland;DD;No;80;0;20;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;9312,368487;Oligoryzomys brendae;none;none;Oligoryzomys brendae;None;EN;no
3126;Onychogalea_fraenata;0,319705567;6,074405773;6,394111341;862;781;823;7,666019032;8,287750162;0,000134157;0,000152714;4,910505;180,6300955;Diprotodontia;Macropodidae;Onychogalea;fraenata;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Onychogalea fraenata;2.1;Site/area management;Onychogalea fraenata;2 Land/water management;VU;no
3127;Onychogalea_fraenata;0,319705567;6,074405773;6,394111341;862;781;823;7,666019032;8,287750162;0,000134157;0,000152714;4,910505;180,6300955;Diprotodontia;Macropodidae;Onychogalea;fraenata;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Onychogalea fraenata;2.3;Habitat & natural process restoration;Onychogalea fraenata;2 Land/water management;VU;no
3128;Onychogalea_fraenata;0,319705567;6,074405773;6,394111341;862;781;823;7,666019032;8,287750162;0,000134157;0,000152714;4,910505;180,6300955;Diprotodontia;Macropodidae;Onychogalea;fraenata;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Onychogalea fraenata;3.3;Species re-introduction;Onychogalea fraenata;3 Species management;VU;no
3129;Onychogalea_fraenata;0,319705567;6,074405773;6,394111341;862;781;823;7,666019032;8,287750162;0,000134157;0,000152714;4,910505;180,6300955;Diprotodontia;Macropodidae;Onychogalea;fraenata;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Onychogalea fraenata;3.3.1;Reintroduction;Onychogalea fraenata;3 Species management;VU;no
3130;Onychogalea_fraenata;0,319705567;6,074405773;6,394111341;862;781;823;7,666019032;8,287750162;0,000134157;0,000152714;4,910505;180,6300955;Diprotodontia;Macropodidae;Onychogalea;fraenata;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Onychogalea fraenata;3.4;Ex-situ conservation;Onychogalea fraenata;3 Species management;VU;no
3131;Onychogalea_fraenata;0,319705567;6,074405773;6,394111341;862;781;823;7,666019032;8,287750162;0,000134157;0,000152714;4,910505;180,6300955;Diprotodontia;Macropodidae;Onychogalea;fraenata;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Onychogalea fraenata;3.4.1;Captive breeding/artificial propagation;Onychogalea fraenata;3 Species management;VU;no
3132;Onychogalea_fraenata;0,319705567;6,074405773;6,394111341;862;781;823;7,666019032;8,287750162;0,000134157;0,000152714;4,910505;180,6300955;Diprotodontia;Macropodidae;Onychogalea;fraenata;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5500;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Onychogalea fraenata;4.3;Awareness & communications;Onychogalea fraenata;4 Education & awareness;VU;no
3133;Oreonax_flavicauda;7,84330523;0,24257645;8,085881681;41;5217;570;9,404699997;10,90266363;5,36E-05;6,70E-05;8,083205;91,30025471;Primates;Atelidae;Oreonax;flavicauda;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;6800;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;90;0;10;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;111748,4218;Lagothrix flavicauda;1.1;Site/area protection;Lagothrix flavicauda;1 Land/water protection;CR;no
